"_id","eudractNumber","e811_randomised","e814_double_blind","e112_therapeutic_area","e11_medical_conditions_being_investigated","adverseEvents.reportingGroups.reportingGroup.subjectsExposed","adverseEvents.nonSeriousAdverseEvents.nonSeriousAdverseEvent","adverseEvents.reportingGroups.reportingGroup.deathsAllCauses"
"2009-012852-26-BE","2009-012852-26",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Type II Diabetes","3032 / 3031",377,"96 / 93"
"2009-012923-27-BE","2009-012923-27",TRUE,FALSE,NA,"Type 1 diabetes",NA,NA,NA
"2009-013157-15-BE","2009-013157-15",TRUE,TRUE,"Body processes G - Metabolic Phenomena G03","Patients with documented diagnosis of T2DM with insufficient glycaemic control and at high risk of CV events prior to informed consent can be enrolled in the study.","3023 / 3010",386,"308 / 336"
"2009-013289-20-FR","2009-013289-20",TRUE,TRUE,NA,"Type 2 Diabetes Mellitus",NA,NA,NA
"2009-013412-13-FR","2009-013412-13",TRUE,FALSE,NA,"Type 1 diabetes",NA,NA,NA
"2009-014391-22-ES","2009-014391-22",TRUE,FALSE,NA,"Infecciones complicadas de piel y tejidos blandos  Complicated skin and soft tissue infections.",NA,NA,NA
"2009-014803-30-BE","2009-014803-30",TRUE,FALSE,NA,"Type 2 Diabetes Mellitus",NA,NA,NA
"2009-014841-10-ES","2009-014841-10",TRUE,TRUE,NA,"Diabetes Mellitus Tipo 2 Type 2 Diabetes Mellitus",NA,NA,NA
"2009-014986-22-ES","2009-014986-22",TRUE,TRUE,NA,"Diabetes Mellitus tipo II.  Patients with Type 2 diabetes",NA,NA,NA
"2009-015018-23-BE","2009-015018-23",TRUE,TRUE,NA,"Treatment and prevention of gout flares in patients with frequent flares, who have pre-defined co-morbidities and for whom NSAIDs and colchicine are contraindicated, not tolerated or ineffective",NA,NA,NA
"2009-015247-16-BE","2009-015247-16",TRUE,TRUE,"Body processes G - Metabolic Phenomena G03","Primary Hypercholesterolemia",NA,NA,NA
"2009-015255-25-NL","2009-015255-25",TRUE,TRUE,NA,"Patients with type 2 diabetes.",NA,NA,NA
"2009-015386-30-ES","2009-015386-30",TRUE,FALSE,NA,"Diabetes melitus de tipo 2. Type 2 Diabetes Mellitus",NA,NA,NA
"2009-015721-36-IT","2009-015721-36",FALSE,FALSE,NA,"type 1 diabetes mellitus",NA,NA,NA
"2009-015754-38-BE","2009-015754-38",FALSE,FALSE,NA,"Type 2 diabetes",NA,NA,NA
"2009-015755-24-DE","2009-015755-24",FALSE,FALSE,NA,"Type 1 diabetes",NA,NA,NA
"2009-015816-17-ES","2009-015816-17",FALSE,FALSE,NA,"Type 2 diabetes Diabetes Tipo 2",NA,NA,NA
"2009-015839-33-ES","2009-015839-33",FALSE,FALSE,NA,"Type 2 Diabetes Diabetes tipo 2",NA,NA,NA
"2009-015877-11-DE","2009-015877-11",TRUE,FALSE,"Diseases C - Virus Diseases C02","Prevention of hepatitis B virus HBV infection","254 / 262",20,"7 / 3"
"2009-015883-32-ES","2009-015883-32",TRUE,TRUE,NA,"Diabetes Mellitus Tipo II",NA,NA,NA
"2009-015929-37-ES","2009-015929-37",TRUE,TRUE,NA,"Diabetes tipo 1","238 / 236",112,"0 / 2"
"2009-016053-18-NL","2009-016053-18",TRUE,TRUE,NA,"The effect of vildagliptin on endothelial dysfunction in type 2 diabetes, assessed by measuring endothelium-dependent vasodilatation",NA,NA,NA
"2009-016154-40-GR","2009-016154-40",TRUE,TRUE,NA,"Type 2 Diabetes Mellitus",NA,NA,NA
"2009-016178-33-BE","2009-016178-33",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","The study will be performed in patients with type 2 diabetes mellitus and high cardiovascular risk who have insufficient glycaemic control despite diet and exercise and are either treatment nave or receiving any antidiabetic background therapy. Drug-nave is defined as absence of any antidiabetic therapy for 12 weeks prior to randomisation.","2333 / 2345 / 2342 / 4687",529,"119 / 97 / 79 / 176"
"2009-016179-31-ES","2009-016179-31",TRUE,TRUE,NA,"Diabetes Mellitus Tipo 2 Type 2 Diabetes Mellitus",NA,NA,NA
"2009-016243-20-BE","2009-016243-20",TRUE,TRUE,NA,"Patients with type 2 diabetes mellitus.",NA,NA,NA
"2009-016244-39-ES","2009-016244-39",TRUE,TRUE,NA,"Diabetes mellitus de tipo 2 en tratamiento con metformina. Type 2 diabetes mellitus pre-treated with metformin","765 / 780",129,"8 / 8"
"2009-016258-41-DE","2009-016258-41",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","The study will be performed in patients age of 18 or more with type 2 diabetes and insufficient glycaemic control despite a background therapy of metformin or metformin plus a sulfonylurea.",NA,NA,NA
"2009-016366-88-BE","2009-016366-88",TRUE,TRUE,NA,"type 2 diabetes mellitus T2DM with inadequate glycemic control on combination therapy with metformin and a sulphonylurea SU",NA,NA,NA
"2009-016458-42-BE","2009-016458-42",TRUE,FALSE,"Health Care N - Population Characteristics N01","Painful Diabetic Peripheral Neuropathy","156 / 157",26,"1 / 1"
"2009-016525-34-IT","2009-016525-34",TRUE,TRUE,NA,"Type 2 Diabetes Mellitus With Inadequate Glycemic Control",NA,NA,NA
"2009-016791-71-ES","2009-016791-71",TRUE,TRUE,NA,"Diabetes mellitus tipo 2 Type 2 diabetes mellitus",NA,NA,NA
"2009-016971-31-FI","2009-016971-31",TRUE,TRUE,NA,"Patients with type 2 diabetes.",NA,NA,NA
"2009-017061-28-DE","2009-017061-28",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","type 2 diabetes mellitus",NA,NA,NA
"2009-017136-40-BE","2009-017136-40",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 2 Diabetes Mellitus with Moderate Renal Impairment",NA,NA,NA
"2009-017242-30-BE","2009-017242-30",TRUE,TRUE,"Diseases C - Cardiovascular Diseases C14","Myocardial Infarction, Cardiovascular Death, Atherothombosis, Stroke","6996 / 6988 / 6958",948,"329 / 333 / 290"
"2009-017311-15-BE","2009-017311-15",TRUE,FALSE,NA,"prophylaxis of liver allograft rejection in liver transplant recipients",NA,NA,NA
"2009-017336-40-DE","2009-017336-40",FALSE,FALSE,NA,"Hypertension",NA,NA,NA
"2009-017358-10-ES","2009-017358-10",TRUE,TRUE,NA,"Diabetes mellitus tipo II Type 2 diabetes mellitus",NA,NA,NA
"2009-017524-36-HU","2009-017524-36",TRUE,TRUE,NA,"Type 2 diabetes mellitus T2DM",NA,NA,NA
"2009-018070-64-ES","2009-018070-64",TRUE,TRUE,NA,"Diabetes melitus II con control de la glucemia inadecuado",NA,NA,NA
"2010-018318-62-HU","2010-018318-62",TRUE,TRUE,NA,"Diabetes Mellitus type 2",NA,NA,NA
"2010-018350-13-BE","2010-018350-13",FALSE,FALSE,NA,"Prophylaxis of Influenza",NA,NA,NA
"2010-018354-12-DE","2010-018354-12",TRUE,FALSE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 1 Diabetes mellitus",NA,NA,NA
"2010-018369-48-AT","2010-018369-48",TRUE,FALSE,NA,"Psoriasis vulgaris",NA,NA,NA
"2010-018411-15-ES","2010-018411-15",TRUE,TRUE,NA,"Diabetes Mellitus tipo 2",NA,NA,NA
"2010-018774-21-ES","2010-018774-21",TRUE,TRUE,NA,"Hipertensin","128 / 132",1,"0 / 0"
"2010-018775-17-BE","2010-018775-17",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 1 Diabetes Mellitus",NA,NA,NA
"2010-018979-16-DE","2010-018979-16",TRUE,TRUE,NA,"diabetes mellitus",NA,NA,NA
"2010-019100-23-DE","2010-019100-23",TRUE,TRUE,NA,"Diabetic Neuropathic Pain",NA,NA,NA
"2010-019223-55-BE","2010-019223-55",TRUE,FALSE,NA,"Type 2 Diabetes Mellitus",NA,NA,NA
"2010-019428-30-GB","2010-019428-30",TRUE,TRUE,NA,"Type 2 diabetes mellitus",NA,NA,NA
"2010-019511-37-DE","2010-019511-37",TRUE,TRUE,NA,"Type 2 Diabetes Mellitis",NA,NA,NA
"2010-019690-15-ES","2010-019690-15",TRUE,FALSE,NA,"Diabetes mellitus de tipo 2. Type 2 Diabetes Mellitus.",NA,NA,NA
"2010-019777-15-ES","2010-019777-15",TRUE,TRUE,NA,"Diabetes mellitus de tipo 2 e insuficiencia renal. Type 2 Diabetes Mellitus With Renal Impairment.",NA,NA,NA
"2010-019791-73-BE","2010-019791-73",TRUE,TRUE,NA,"Atrial Fibrillation",NA,NA,NA
"2010-019795-74-BE","2010-019795-74",TRUE,FALSE,NA,"Diabetic Macular Edema DME",NA,NA,NA
"2010-019797-32-ES","2010-019797-32",TRUE,TRUE,NA,"varones y mujeres con diabetes de tipo 2, edad 18 y  89 aos e hipertensin arterial controlada de manera insuficiente.",NA,NA,NA
"2010-019798-13-DE","2010-019798-13",TRUE,TRUE,"Diseases C - Cardiovascular Diseases C14","Type 2 diabetes with inadequate glycemic control and inadequately controlled hypertension",NA,NA,NA
"2010-019968-37-BE","2010-019968-37",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 2 diabetes mellitus",NA,NA,NA
"2010-020015-36-DE","2010-020015-36",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Diabetes mellitus Type II",NA,NA,NA
"2010-020053-14-BE","2010-020053-14",TRUE,TRUE,NA,"Type 2 Diabetes Mellitus","377 / 378",43,"2 / 0"
"2010-020234-26-PL","2010-020234-26",TRUE,TRUE,NA,"Type 2 diabetes mellitus",NA,NA,NA
"2010-020360-38-BE","2010-020360-38",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","diabetes type 2","4 / 4",3,"0 / 0"
"2010-020684-20-BE","2010-020684-20",TRUE,TRUE,NA,"Type II Diabetes Mellitus",NA,NA,NA
"2010-020946-80-ES","2010-020946-80",NA,NA,NA,"Sujetos con diabetes de tipo I o II con edema macular diabtico EMD y retinopata diabtica, proliferativa o no.",NA,NA,NA
"2010-021069-63-BE","2010-021069-63",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 2 diabetes mellitus","7372 / 7344",NA,"584 / 507"
"2010-021097-11-DE","2010-021097-11",TRUE,TRUE,NA,"Type II Diabetes Mellitus",NA,NA,NA
"2010-021236-34-DE","2010-021236-34",TRUE,FALSE,NA,"Type II Diabetes",NA,NA,NA
"2010-021373-37-BE","2010-021373-37",TRUE,FALSE,NA,"Type 1 diabetes","83 / 82 / 159 / 148",33,"1 / 2 / 3 / 5"
"2010-021375-92-ES","2010-021375-92",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 2 diabetes mellitus","172 / 167 / 169 / 171 / 170 / 170 / 171 / 170 / 53",74,"0 / 0 / 0 / 0 / 0 / 0 / 0 / 0 / 0"
"2010-021424-94-ES","2010-021424-94",TRUE,TRUE,"Diseases C - Bacterial Infections and Mycoses C01","Treatment of Patients with acute bacterial skin and skin structure infections",NA,NA,NA
"2010-021560-15-ES","2010-021560-15",TRUE,FALSE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 2 diabetes",NA,NA,NA
"2010-021638-72-BE","2010-021638-72",TRUE,TRUE,"Diseases C - Respiratory Tract Diseases C08","Subjects with moderate Chronic Obstructive Pulmonary Disease COPD","4131 / 4157 / 4140 / 4140",683,"0 / 0 / 0 / 0"
"2010-021720-10-ES","2010-021720-10",TRUE,TRUE,"Diseases C - Bacterial Infections and Mycoses C01","Treatment of Patients with acute bacterial skin and skin structure infections",NA,NA,NA
"2010-022337-29-ES","2010-022337-29",TRUE,FALSE,NA,"Diabetes mellitus tipo 2. Type 2 diabetes mellitus.",NA,NA,NA
"2010-022364-12-ES","2010-022364-12",TRUE,TRUE,NA,"Edema macular diabtico con afectacin central// Diabetic macular edema with central involvement","136 / 133 / 135",17,"7 / 3 / 7"
"2010-022372-31-DE","2010-022372-31",FALSE,FALSE,"Diseases C - Virus Diseases C02","Prevention of Hepatitis B virus HBV infection","24 / 32",1,"2 / 1"
"2010-022433-29-DK","2010-022433-29",TRUE,TRUE,NA,"Diabetic retinopathy",NA,NA,NA
"2010-022616-39-GB","2010-022616-39",FALSE,FALSE,"Diseases C - Eye Diseases C11","Diabetic Macular Oedema",NA,NA,NA
"2010-022658-18-BE","2010-022658-18",TRUE,TRUE,NA,"Type 2 diabetes mellitus",NA,NA,NA
"2010-022677-34-DE","2010-022677-34",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 1 diabetes mellitus or Addisons disease ViDDA1",NA,NA,NA
"2010-022718-17-BE","2010-022718-17",FALSE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 2 Diabetes mellitus",NA,NA,NA
"2010-022970-14-BE","2010-022970-14",TRUE,TRUE,"Diseases C - Cardiovascular Diseases C14","atherosclerosis","2263 / 2285 / 2170 / 3348 / 5777",778,"239 / 240 / 228 / 378 / 211"
"2010-023198-21-GB","2010-023198-21",TRUE,FALSE,NA,"Type-1 Diabetes","132 / 135",71,"0 / 0"
"2010-023467-18-DE","2010-023467-18",TRUE,TRUE,"Diseases C - Cardiovascular Diseases C14","atherosclerotic cardiovascular disease","15225 / 15224",12,"1122 / 1155"
"2010-023759-27-ES","2010-023759-27",TRUE,FALSE,NA,"Diabetes Mellitus tipo 2 Type 2 diabetes mellitus",NA,NA,NA
"2010-023769-23-DE","2010-023769-23",TRUE,FALSE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 2 Diabetes Mellitus","402 / 404",43,"4 / 0"
"2010-023770-39-ES","2010-023770-39",TRUE,FALSE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 2 Diabetes Mellitus","403 / 406",48,"3 / 1"
"2010-023792-25-GB","2010-023792-25",TRUE,FALSE,NA,"Type 1 Diabetes Mellitus","144 / 149",1,"0 / 0"
"2010-023799-21-ES","2010-023799-21",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Cardiovascular events in patients with Type 2 diabetes","4949 / 4943",760,"277 / 242"
"2010-024049-53-BE","2010-024049-53",TRUE,FALSE,"Diseases C - Nutritional and Metabolic Diseases C18","Diabetes Mellitus, Type 1","386 / 377 / 380",63,"0 / 1 / 1"
"2010-024051-93-SK","2010-024051-93",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Diabetes Mellitus, Type 2","341 / 341",38,"1 / 1"
"2010-024054-11-BE","2010-024054-11",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Diabetes Mellitus, Type 1","236 / 236",18,"0 / 0"
"2010-024568-16-BE","2010-024568-16",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","diabetes type 2","4 / 2",2,"0 / 0"
"2011-000220-16-ES","2011-000220-16",TRUE,TRUE,"Diseases C - Cardiovascular Diseases C14","Essential Hypertension Hipertensin Esencial",NA,NA,NA
"2011-000300-18-NL","2011-000300-18",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 1 diabetes mellitus","219 / 209",104,"5 / 2"
"2011-000347-25-DE","2011-000347-25",TRUE,TRUE,"Body processes G - Metabolic Phenomena G03","Patients with type-2-diabetes mellitus",NA,NA,NA
"2011-000383-10-ES","2011-000383-10",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 2 Diabetes Mellitus","273 / 272 / 276 / 275 / 267",80,"0 / 2 / 3 / 2 / 0"
"2011-000400-17-HU","2011-000400-17",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 2 Diabetes Mellitus With Inadequate Glycemic Control With Diet and Exercise","237 / 237 / 238 / 237 / 237",30,"1 / 0 / 0 / 0 / 0"
"2011-000828-15-ES","2011-000828-15",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 2 to Diabetes Mellitus",NA,NA,NA
"2011-000829-73-BE","2011-000829-73",TRUE,FALSE,"Diseases C - Nutritional and Metabolic Diseases C18","type 1 diabetes",NA,NA,NA
"2011-000842-39-ES","2011-000842-39",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 2 Diabetes Mellitus","535 / 1003",9,"0 / 0"
"2011-000997-77-PL","2011-000997-77",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 2 Diabetes Mellitus","216 / 215",18,"1 / 0"
"2011-001253-82-BE","2011-001253-82",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 1 Diabetes Mellitus","449 / 663",4,"0 / 0"
"2011-001254-29-ES","2011-001254-29",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 2 Diabetes Mellitus","691 / 677",5,"0 / 0"
"2011-001261-40-DE","2011-001261-40",TRUE,FALSE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 1 Diabetes Mellitus","294 / 159",1,"0 / 0"
"2011-001283-22-DE","2011-001283-22",FALSE,FALSE,"Diseases C - Nutritional and Metabolic Diseases C18","Type II diabetes  The medical condition investigated in the REGULATE trial CL3-00780-148 was type II diabetes. The applied CL3-00780-150 trial, REGULATE follow-up study, is thus performed in diabetic patients.",NA,NA,NA
"2011-001483-21-ES","2011-001483-21",TRUE,TRUE,"Body processes G - Metabolic Phenomena G03","Hipercolesterolemia Heterocigotica Familiar Heterozygous Familial Hypercholesterolaemia",NA,NA,NA
"2011-001493-25-BE","2011-001493-25",TRUE,FALSE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 2 diabetes",NA,NA,NA
"2011-001539-21-DE","2011-001539-21",TRUE,FALSE,"Body processes G - Immune system processes G12","lung transplantation","63 / 67",9,"0 / 0"
"2011-001635-23-BE","2011-001635-23",TRUE,FALSE,"Diseases C - Virus Diseases C02","HIV-1 infection","137 / 136",1,"1 / 0"
"2011-001712-61-DE","2011-001712-61",TRUE,FALSE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 2 diabetes mellitus",NA,NA,NA
"2011-001731-24-LV","2011-001731-24",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 2 diabetes mellitus T2DM","822 / 816 / 813",99,"5 / 3 / 3"
"2011-001732-37-DE","2011-001732-37",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 2 diabetes mellitus T2DM","1603 / 1601",59,"13 / 12"
"2011-001935-21-IT","2011-001935-21",NA,NA,"Diseases C - Hormonal diseases C19","Diabetes",NA,NA,NA
"2011-002231-26-ES","2011-002231-26",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Type II diabetes mellitus","109 / 109",NA,"0 / 0"
"2011-002273-29-DE","2011-002273-29",TRUE,TRUE,"Diseases C - Cardiovascular Diseases C14","Angina",NA,NA,NA
"2011-002336-72-DK","2011-002336-72",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 2 diabetes",NA,NA,NA
"2011-002416-85-ES","2011-002416-85",TRUE,FALSE,"Diseases C - Nutritional and Metabolic Diseases C18","Type II Diabetes Mellitus",NA,NA,NA
"2011-002451-33-PL","2011-002451-33",TRUE,TRUE,"Diseases C - Respiratory Tract Diseases C08","Chronic Obstructive Pulmonary Disease COPD",NA,NA,NA
"2011-002528-42-ES","2011-002528-42",TRUE,TRUE,"Diseases C - Hormonal diseases C19","Type 2 Diabetes Mellitus","95 / 90 / 9 / 5",1,"1 / 0 / 0 / 0"
"2011-002529-23-DE","2011-002529-23",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 2 Diabetes Mellitus","62 / 62 / 45 / 51 / 107 / 113",28,"1 / 0 / 0 / 0 / 1 / 0"
"2011-002605-29-BE","2011-002605-29",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Diabetes Mellitus, Type 2","66 / 68 / 52 / 48",17,"0 / 0 / 0 / 0"
"2011-002696-41-DE","2011-002696-41",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Diabetes Mellitus, Type 2","225 / 225",24,"0 / 0"
"2011-002731-26-IT","2011-002731-26",NA,NA,"Diseases C - Eye Diseases C11","Diabetic macular edema","157 / 455",1,"1 / 2"
"2011-002741-35-SK","2011-002741-35",TRUE,TRUE,"Diseases C - Hormonal diseases C19","Type 2 diabetes mellitus T2DM","143 / 137 / 141",22,"0 / 0 / 1"
"2011-002743-10-IT","2011-002743-10",TRUE,TRUE,"Diseases C - Nervous System Diseases C10","painful diabetic peripheral neuropathy","272 / 276",20,"0 / 0"
"2011-002866-19-IT","2011-002866-19",TRUE,FALSE,"Diseases C - Immune System Diseases C20","Renal transplantation","190 / 193",125,"3 / 2"
"2011-002931-25-PL","2011-002931-25",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 2 Diabetes Mellitus","232 / 232",41,"1 / 0"
"2011-002968-24-PL","2011-002968-24",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Diabetes Mellitus, Type 2","140 / 137",10,"4 / 1"
"2011-003148-39-DE","2011-003148-39",TRUE,FALSE,"Diseases C - Nutritional and Metabolic Diseases C18","Diabetes Mellitus, Type 1","175 / 174",20,"0 / 0"
"2011-003266-32-SE","2011-003266-32",TRUE,TRUE,"Diseases C - Nervous System Diseases C10","Painful Diabetic Peripheral Neuropathy",NA,NA,NA
"2011-003339-74-GB","2011-003339-74",TRUE,FALSE,"Diseases C - Eye Diseases C11","Diabetic macular oedema","40 / 40",1,"0 / 0"
"2011-003603-37-DE","2011-003603-37",TRUE,FALSE,"Diseases C - Virus Diseases C02","Pandemic Influenza","411 / 128",62,"2 / 0"
"2011-003810-18-ES","2011-003810-18",TRUE,FALSE,"Diseases C - Nutritional and Metabolic Diseases C18","Diabetes Mellitus, Type 2","300 / 299",28,"0 / 0"
"2011-003815-46-NL","2011-003815-46",TRUE,TRUE,"Diseases C - Cancer C04","Acute lymphoblastic leukemia","48 / 48",1,"0 / 0"
"2011-003827-37-BE","2011-003827-37",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Hyperlipidemia","599 / 302",64,"2 / 0"
"2011-003971-12-ES","2011-003971-12",TRUE,FALSE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 1 Diabetes Mellitus","258 / 241",42,"0 / 0"
"2011-004013-16-BE","2011-004013-16",TRUE,TRUE,"Diseases C - Bacterial Infections and Mycoses C01","complicated bacterial skin and soft tissue infections","255 / 506",19,"2 / 3"
"2011-004327-13-BE","2011-004327-13",FALSE,FALSE,"Psychiatry and Psychology F - Mental Disorders F03","Schizophrenia",NA,NA,NA
"2011-004622-96-BE","2011-004622-96",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 2 Diabetes Mellitus",NA,NA,NA
"2011-004665-32-DE","2011-004665-32",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Diabetes Mellitus, Type 2","170 / 173",25,"0 / 0"
"2011-004726-10-NL","2011-004726-10",TRUE,TRUE,"Diseases C - Cardiovascular Diseases C14","Cardiovascular Disease or at High Risk for Cardiovascular Disease","4089 / 4090",402,"274 / 310"
"2011-004930-33-PT","2011-004930-33",TRUE,FALSE,"Diseases C - Nutritional and Metabolic Diseases C18","Diabetes Mellitus, Type 2","192 / 193 / 190",19,"0 / 0 / 0"
"2011-004964-32-ES","2011-004964-32",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","high-risk hyperlipidaemia","26 / 27 / 26 / 27",18,"0 / 0 / 0 / 0"
"2011-004983-32-ES","2011-004983-32",FALSE,FALSE,"Diseases C - Nutritional and Metabolic Diseases C18","hyperlipidaemia","112",84,"0"
"2011-005224-18-DE","2011-005224-18",TRUE,FALSE,"Diseases C - Nutritional and Metabolic Diseases C18","patients with diabetes mellitus type 2 and iron deficiency",NA,NA,NA
"2011-005400-15-BE","2011-005400-15",FALSE,FALSE,"Diseases C - Congenital, Hereditary, and Neonatal Diseases and Abnormalities C16","Familial Hypercholesterolemia","106 / 300 / 194",28,"2 / 7 / 5"
"2011-005631-20-BE","2011-005631-20",TRUE,FALSE,"Diseases C - Eye Diseases C11","Diabetic Macular Edema","181 / 182",16,"3 / 1"
"2011-005866-39-ES","2011-005866-39",TRUE,FALSE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 2 Diabetes Mellitus","159 / 305",4,"0 / 0"
"2011-005924-16-PL","2011-005924-16",TRUE,TRUE,"Diseases C - Cardiovascular Diseases C14","Dyslipidemia","111 / 117 / 113 / 115 / 112",10,"0 / 1 / 1 / 0 / 0"
"2011-006118-15-DE","2011-006118-15",TRUE,FALSE,"Diseases C - Nutritional and Metabolic Diseases C18","type-2 diabetes mellitus with pre-existing cardiovascular disease","50 / 51 / 50",6,"1 / 1 / 0"
"2011-006161-18-EE","2011-006161-18",TRUE,FALSE,"Diseases C - Virus Diseases C02","Healthy volunteers Active immunization against measles, mumps and rubella diseases in healthy children, 12 to 15 months of age","1164 / 572",141,"0 / 0"
"2011-006323-37-PL","2011-006323-37",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 2 Diabetes","153 / 162",14,"0 / 1"
"2011-006324-20-PL","2011-006324-20",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 2 Diabetes","160 / 160",7,"0 / 1"
"2012-000061-21-BE","2012-000061-21",TRUE,TRUE,"Diseases C - Cardiovascular Diseases C14","High Risk Vascular Disease HRVD","6036 / 6052",745,"240 / 287"
"2012-000140-97-DE","2012-000140-97",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Diabetes mellitus, Type 2","146 / 288",23,"0 / 1"
"2012-000146-35-NL","2012-000146-35",TRUE,FALSE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 2 diabetes mellitus","438 / 435",88,"0 / 1"
"2012-000209-63-SK","2012-000209-63",TRUE,FALSE,"Diseases C - Nutritional and Metabolic Diseases C18","Diabetes Mellitus, Type 2","145 / 291",36,"0 / 0"
"2012-000373-23-DE","2012-000373-23",TRUE,FALSE,"Diseases C - Nutritional and Metabolic Diseases C18","Diabetes Mellitus, Type 2","135 / 134",14,"1 / 1"
"2012-000451-13-DK","2012-000451-13",TRUE,FALSE,"Body processes G - Immune system processes G12","kidney transplantation","113 / 109",NA,"1 / 3"
"2012-000452-34-BE","2012-000452-34",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Patients with type 2 diabetes mellitus and normoalbuminuria","102 / 107",7,"1 / 1"
"2012-000679-18-IT","2012-000679-18",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 2 Diabetes in subjects who have Inadequate Glycemic Control on Metformin  Alone","176 / 179 / 179",NA,"0 / 0 / 0"
"2012-000829-44-ES","2012-000829-44",TRUE,FALSE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 2 Diabetes and Moderate or Severe Chronic Kidney Disease","194 / 190 / 192",18,"6 / 9 / 3"
"2012-000975-18-DE","2012-000975-18",TRUE,FALSE,"Diseases C - Digestive System Diseases C06","Nonalcoholic Steatohepatitis","27 / 27 / 24 / 28",6,"0 / 0 / 0 / 0"
"2012-001006-24-DE","2012-001006-24",FALSE,FALSE,"Diseases C - Eye Diseases C11","therapy of  diabetic macular edema",NA,NA,NA
"2012-001200-38-DE","2012-001200-38",TRUE,FALSE,"Diseases C - Eye Diseases C11","Prevention of neurodegeneration which occurs in Diabetic Retinopathy","145 / 152 / 152",32,"0 / 2 / 1"
"2012-001259-37-PL","2012-001259-37",TRUE,TRUE,"Body processes G - Metabolic Phenomena G03","Type 2 Diabetes Mellitus.","222 / 220",32,"0 / 0"
"2012-001314-42-DE","2012-001314-42",TRUE,FALSE,"Body processes G - Immune system processes G12","Maintenance of renal transplant recipients","222 / 221",25,"5 / 4"
