"id","eudractNumber","randomised","double_blind","therapeutic_area","condition_is_diabetes","subjects_exposed_total","nonserious_ae_count","deaths_total","mortality_percent","condition_text"
"2009-012772-27-ES","2009-012772-27",1,1,"Unknown",0,NA,NA,NA,NA,"Dyslipidemia. Dislipidemia"
"2009-012775-10-BE","2009-012775-10",1,1,"Unknown",1,NA,NA,NA,NA,"Non-insulin dependent type 2 diabetes mellitus"
"2009-012806-37-DE","2009-012806-37",1,1,"Unknown",1,NA,NA,NA,NA,"Type 2 Diabetes Mellitus"
"2009-012816-41-ES","2009-012816-41",1,1,"Unknown",1,NA,NA,NA,NA,"Diabetes mellitus tipo 2 no insulino dependiente en pacientes ancianos / 65 aos Non-insulin dependent type 2 diabetes mellitus in elderly patients / 65 years"
"2009-012852-26-BE","2009-012852-26",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,6063,377,189,3.11726867887185,"Type II Diabetes"
"2009-012923-27-BE","2009-012923-27",1,0,"Unknown",1,NA,NA,NA,NA,"Type 1 diabetes"
"2009-013157-15-BE","2009-013157-15",1,1,"Body processes G - Metabolic Phenomena G03",0,6033,386,644,10.6746229073429,"Patients with documented diagnosis of T2DM with insufficient glycaemic control and at high risk of CV events prior to informed consent can be enrolled in the study."
"2009-013289-20-FR","2009-013289-20",1,1,"Unknown",1,NA,NA,NA,NA,"Type 2 Diabetes Mellitus"
"2009-013412-13-FR","2009-013412-13",1,0,"Unknown",1,NA,NA,NA,NA,"Type 1 diabetes"
"2009-014391-22-ES","2009-014391-22",1,0,"Unknown",0,NA,NA,NA,NA,"Infecciones complicadas de piel y tejidos blandos  Complicated skin and soft tissue infections."
"2009-014803-30-BE","2009-014803-30",1,0,"Unknown",1,NA,NA,NA,NA,"Type 2 Diabetes Mellitus"
"2009-014841-10-ES","2009-014841-10",1,1,"Unknown",1,NA,NA,NA,NA,"Diabetes Mellitus Tipo 2 Type 2 Diabetes Mellitus"
"2009-014986-22-ES","2009-014986-22",1,1,"Unknown",1,NA,NA,NA,NA,"Diabetes Mellitus tipo II.  Patients with Type 2 diabetes"
"2009-015018-23-BE","2009-015018-23",1,1,"Unknown",0,NA,NA,NA,NA,"Treatment and prevention of gout flares in patients with frequent flares, who have pre-defined co-morbidities and for whom NSAIDs and colchicine are contraindicated, not tolerated or ineffective"
"2009-015247-16-BE","2009-015247-16",1,1,"Body processes G - Metabolic Phenomena G03",0,NA,NA,NA,NA,"Primary Hypercholesterolemia"
"2009-015255-25-NL","2009-015255-25",1,1,"Unknown",1,NA,NA,NA,NA,"Patients with type 2 diabetes."
"2009-015386-30-ES","2009-015386-30",1,0,"Unknown",1,NA,NA,NA,NA,"Diabetes melitus de tipo 2. Type 2 Diabetes Mellitus"
"2009-015721-36-IT","2009-015721-36",0,0,"Unknown",1,NA,NA,NA,NA,"type 1 diabetes mellitus"
"2009-015754-38-BE","2009-015754-38",0,0,"Unknown",1,NA,NA,NA,NA,"Type 2 diabetes"
"2009-015755-24-DE","2009-015755-24",0,0,"Unknown",1,NA,NA,NA,NA,"Type 1 diabetes"
"2009-015816-17-ES","2009-015816-17",0,0,"Unknown",1,NA,NA,NA,NA,"Type 2 diabetes Diabetes Tipo 2"
"2009-015839-33-ES","2009-015839-33",0,0,"Unknown",1,NA,NA,NA,NA,"Type 2 Diabetes Diabetes tipo 2"
"2009-015877-11-DE","2009-015877-11",1,0,"Diseases C - Virus Diseases C02",0,516,20,10,1.93798449612403,"Prevention of hepatitis B virus HBV infection"
"2009-015883-32-ES","2009-015883-32",1,1,"Unknown",1,NA,NA,NA,NA,"Diabetes Mellitus Tipo II"
"2009-015929-37-ES","2009-015929-37",1,1,"Unknown",1,474,112,2,0.421940928270042,"Diabetes tipo 1"
"2009-016053-18-NL","2009-016053-18",1,1,"Unknown",1,NA,NA,NA,NA,"The effect of vildagliptin on endothelial dysfunction in type 2 diabetes, assessed by measuring endothelium-dependent vasodilatation"
"2009-016154-40-GR","2009-016154-40",1,1,"Unknown",1,NA,NA,NA,NA,"Type 2 Diabetes Mellitus"
"2009-016178-33-BE","2009-016178-33",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,11707,529,471,4.02323396258649,"The study will be performed in patients with type 2 diabetes mellitus and high cardiovascular risk who have insufficient glycaemic control despite diet and exercise and are either treatment nave or receiving any antidiabetic background therapy. Drug-nave is defined as absence of any antidiabetic therapy for 12 weeks prior to randomisation."
"2009-016179-31-ES","2009-016179-31",1,1,"Unknown",1,NA,NA,NA,NA,"Diabetes Mellitus Tipo 2 Type 2 Diabetes Mellitus"
"2009-016243-20-BE","2009-016243-20",1,1,"Unknown",1,NA,NA,NA,NA,"Patients with type 2 diabetes mellitus."
"2009-016244-39-ES","2009-016244-39",1,1,"Unknown",1,1545,129,16,1.03559870550162,"Diabetes mellitus de tipo 2 en tratamiento con metformina. Type 2 diabetes mellitus pre-treated with metformin"
"2009-016258-41-DE","2009-016258-41",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,NA,NA,NA,NA,"The study will be performed in patients age of 18 or more with type 2 diabetes and insufficient glycaemic control despite a background therapy of metformin or metformin plus a sulfonylurea."
"2009-016366-88-BE","2009-016366-88",1,1,"Unknown",1,NA,NA,NA,NA,"type 2 diabetes mellitus T2DM with inadequate glycemic control on combination therapy with metformin and a sulphonylurea SU"
"2009-016458-42-BE","2009-016458-42",1,0,"Health Care N - Population Characteristics N01",1,313,26,2,0.638977635782748,"Painful Diabetic Peripheral Neuropathy"
"2009-016525-34-IT","2009-016525-34",1,1,"Unknown",1,NA,NA,NA,NA,"Type 2 Diabetes Mellitus With Inadequate Glycemic Control"
"2009-016791-71-ES","2009-016791-71",1,1,"Unknown",1,NA,NA,NA,NA,"Diabetes mellitus tipo 2 Type 2 diabetes mellitus"
"2009-016971-31-FI","2009-016971-31",1,1,"Unknown",1,NA,NA,NA,NA,"Patients with type 2 diabetes."
"2009-017061-28-DE","2009-017061-28",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,NA,NA,NA,NA,"type 2 diabetes mellitus"
"2009-017136-40-BE","2009-017136-40",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,NA,NA,NA,NA,"Type 2 Diabetes Mellitus with Moderate Renal Impairment"
"2009-017242-30-BE","2009-017242-30",1,1,"Diseases C - Cardiovascular Diseases C14",0,20942,948,952,4.54588864482857,"Myocardial Infarction, Cardiovascular Death, Atherothombosis, Stroke"
"2009-017311-15-BE","2009-017311-15",1,0,"Unknown",0,NA,NA,NA,NA,"prophylaxis of liver allograft rejection in liver transplant recipients"
"2009-017336-40-DE","2009-017336-40",0,0,"Unknown",0,NA,NA,NA,NA,"Hypertension"
"2009-017358-10-ES","2009-017358-10",1,1,"Unknown",1,NA,NA,NA,NA,"Diabetes mellitus tipo II Type 2 diabetes mellitus"
"2009-017524-36-HU","2009-017524-36",1,1,"Unknown",1,NA,NA,NA,NA,"Type 2 diabetes mellitus T2DM"
"2009-018070-64-ES","2009-018070-64",1,1,"Unknown",1,NA,NA,NA,NA,"Diabetes melitus II con control de la glucemia inadecuado"
"2010-018318-62-HU","2010-018318-62",1,1,"Unknown",1,NA,NA,NA,NA,"Diabetes Mellitus type 2"
"2010-018350-13-BE","2010-018350-13",0,0,"Unknown",0,NA,NA,NA,NA,"Prophylaxis of Influenza"
"2010-018354-12-DE","2010-018354-12",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,NA,NA,NA,NA,"Type 1 Diabetes mellitus"
"2010-018369-48-AT","2010-018369-48",1,0,"Unknown",0,NA,NA,NA,NA,"Psoriasis vulgaris"
"2010-018411-15-ES","2010-018411-15",1,1,"Unknown",1,NA,NA,NA,NA,"Diabetes Mellitus tipo 2"
"2010-018774-21-ES","2010-018774-21",1,1,"Unknown",0,260,1,0,0,"Hipertensin"
"2010-018775-17-BE","2010-018775-17",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,NA,NA,NA,NA,"Type 1 Diabetes Mellitus"
"2010-018979-16-DE","2010-018979-16",1,1,"Unknown",1,NA,NA,NA,NA,"diabetes mellitus"
"2010-019100-23-DE","2010-019100-23",1,1,"Unknown",1,NA,NA,NA,NA,"Diabetic Neuropathic Pain"
"2010-019223-55-BE","2010-019223-55",1,0,"Unknown",1,NA,NA,NA,NA,"Type 2 Diabetes Mellitus"
"2010-019428-30-GB","2010-019428-30",1,1,"Unknown",1,NA,NA,NA,NA,"Type 2 diabetes mellitus"
"2010-019511-37-DE","2010-019511-37",1,1,"Unknown",1,NA,NA,NA,NA,"Type 2 Diabetes Mellitis"
"2010-019690-15-ES","2010-019690-15",1,0,"Unknown",1,NA,NA,NA,NA,"Diabetes mellitus de tipo 2. Type 2 Diabetes Mellitus."
"2010-019777-15-ES","2010-019777-15",1,1,"Unknown",1,NA,NA,NA,NA,"Diabetes mellitus de tipo 2 e insuficiencia renal. Type 2 Diabetes Mellitus With Renal Impairment."
"2010-019791-73-BE","2010-019791-73",1,1,"Unknown",0,NA,NA,NA,NA,"Atrial Fibrillation"
"2010-019795-74-BE","2010-019795-74",1,0,"Unknown",1,NA,NA,NA,NA,"Diabetic Macular Edema DME"
"2010-019797-32-ES","2010-019797-32",1,1,"Unknown",1,NA,NA,NA,NA,"varones y mujeres con diabetes de tipo 2, edad 18 y  89 aos e hipertensin arterial controlada de manera insuficiente."
"2010-019798-13-DE","2010-019798-13",1,1,"Diseases C - Cardiovascular Diseases C14",1,NA,NA,NA,NA,"Type 2 diabetes with inadequate glycemic control and inadequately controlled hypertension"
"2010-019968-37-BE","2010-019968-37",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,NA,NA,NA,NA,"Type 2 diabetes mellitus"
"2010-020015-36-DE","2010-020015-36",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,NA,NA,NA,NA,"Diabetes mellitus Type II"
"2010-020053-14-BE","2010-020053-14",1,1,"Unknown",1,755,43,2,0.264900662251656,"Type 2 Diabetes Mellitus"
"2010-020234-26-PL","2010-020234-26",1,1,"Unknown",1,NA,NA,NA,NA,"Type 2 diabetes mellitus"
"2010-020360-38-BE","2010-020360-38",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,8,3,0,0,"diabetes type 2"
"2010-020684-20-BE","2010-020684-20",1,1,"Unknown",1,NA,NA,NA,NA,"Type II Diabetes Mellitus"
"2010-020946-80-ES","2010-020946-80",NA,NA,"Unknown",1,NA,NA,NA,NA,"Sujetos con diabetes de tipo I o II con edema macular diabtico EMD y retinopata diabtica, proliferativa o no."
"2010-021069-63-BE","2010-021069-63",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,14716,NA,1091,7.41369937483012,"Type 2 diabetes mellitus"
"2010-021097-11-DE","2010-021097-11",1,1,"Unknown",1,NA,NA,NA,NA,"Type II Diabetes Mellitus"
"2010-021236-34-DE","2010-021236-34",1,0,"Unknown",1,NA,NA,NA,NA,"Type II Diabetes"
"2010-021373-37-BE","2010-021373-37",1,0,"Unknown",1,472,33,11,2.33050847457627,"Type 1 diabetes"
"2010-021375-92-ES","2010-021375-92",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,1413,74,0,0,"Type 2 diabetes mellitus"
"2010-021424-94-ES","2010-021424-94",1,1,"Diseases C - Bacterial Infections and Mycoses C01",0,NA,NA,NA,NA,"Treatment of Patients with acute bacterial skin and skin structure infections"
"2010-021560-15-ES","2010-021560-15",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,NA,NA,NA,NA,"Type 2 diabetes"
"2010-021638-72-BE","2010-021638-72",1,1,"Diseases C - Respiratory Tract Diseases C08",0,16568,683,0,0,"Subjects with moderate Chronic Obstructive Pulmonary Disease COPD"
"2010-021720-10-ES","2010-021720-10",1,1,"Diseases C - Bacterial Infections and Mycoses C01",0,NA,NA,NA,NA,"Treatment of Patients with acute bacterial skin and skin structure infections"
"2010-022337-29-ES","2010-022337-29",1,0,"Unknown",1,NA,NA,NA,NA,"Diabetes mellitus tipo 2. Type 2 diabetes mellitus."
"2010-022364-12-ES","2010-022364-12",1,1,"Unknown",1,404,17,17,4.20792079207921,"Edema macular diabtico con afectacin central// Diabetic macular edema with central involvement"
"2010-022372-31-DE","2010-022372-31",0,0,"Diseases C - Virus Diseases C02",0,56,1,3,5.35714285714286,"Prevention of Hepatitis B virus HBV infection"
"2010-022433-29-DK","2010-022433-29",1,1,"Unknown",1,NA,NA,NA,NA,"Diabetic retinopathy"
"2010-022616-39-GB","2010-022616-39",0,0,"Diseases C - Eye Diseases C11",1,NA,NA,NA,NA,"Diabetic Macular Oedema"
"2010-022658-18-BE","2010-022658-18",1,1,"Unknown",1,NA,NA,NA,NA,"Type 2 diabetes mellitus"
"2010-022677-34-DE","2010-022677-34",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,NA,NA,NA,NA,"Type 1 diabetes mellitus or Addisons disease ViDDA1"
"2010-022718-17-BE","2010-022718-17",0,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,NA,NA,NA,NA,"Type 2 Diabetes mellitus"
"2010-022970-14-BE","2010-022970-14",1,1,"Diseases C - Cardiovascular Diseases C14",0,15843,778,1296,8.18026888846809,"atherosclerosis"
"2010-023198-21-GB","2010-023198-21",1,0,"Unknown",1,267,71,0,0,"Type-1 Diabetes"
"2010-023467-18-DE","2010-023467-18",1,1,"Diseases C - Cardiovascular Diseases C14",0,30449,12,2277,7.47807809780288,"atherosclerotic cardiovascular disease"
"2010-023759-27-ES","2010-023759-27",1,0,"Unknown",1,NA,NA,NA,NA,"Diabetes Mellitus tipo 2 Type 2 diabetes mellitus"
"2010-023769-23-DE","2010-023769-23",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,806,43,4,0.496277915632754,"Type 2 Diabetes Mellitus"
"2010-023770-39-ES","2010-023770-39",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,809,48,4,0.494437577255871,"Type 2 Diabetes Mellitus"
"2010-023792-25-GB","2010-023792-25",1,0,"Unknown",1,293,1,0,0,"Type 1 Diabetes Mellitus"
"2010-023799-21-ES","2010-023799-21",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,9892,760,519,5.24666397088556,"Cardiovascular events in patients with Type 2 diabetes"
"2010-024049-53-BE","2010-024049-53",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,1143,63,2,0.174978127734033,"Diabetes Mellitus, Type 1"
"2010-024051-93-SK","2010-024051-93",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,682,38,2,0.293255131964809,"Diabetes Mellitus, Type 2"
"2010-024054-11-BE","2010-024054-11",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,472,18,0,0,"Diabetes Mellitus, Type 1"
"2010-024568-16-BE","2010-024568-16",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,6,2,0,0,"diabetes type 2"
"2011-000220-16-ES","2011-000220-16",1,1,"Diseases C - Cardiovascular Diseases C14",0,NA,NA,NA,NA,"Essential Hypertension Hipertensin Esencial"
"2011-000300-18-NL","2011-000300-18",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,428,104,7,1.63551401869159,"Type 1 diabetes mellitus"
"2011-000347-25-DE","2011-000347-25",1,1,"Body processes G - Metabolic Phenomena G03",1,NA,NA,NA,NA,"Patients with type-2-diabetes mellitus"
"2011-000383-10-ES","2011-000383-10",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,1363,80,7,0.513573000733676,"Type 2 Diabetes Mellitus"
"2011-000400-17-HU","2011-000400-17",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,1186,30,1,0.0843170320404722,"Type 2 Diabetes Mellitus With Inadequate Glycemic Control With Diet and Exercise"
"2011-000828-15-ES","2011-000828-15",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,NA,NA,NA,NA,"Type 2 to Diabetes Mellitus"
"2011-000829-73-BE","2011-000829-73",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,NA,NA,NA,NA,"type 1 diabetes"
"2011-000842-39-ES","2011-000842-39",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,1538,9,0,0,"Type 2 Diabetes Mellitus"
"2011-000997-77-PL","2011-000997-77",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,431,18,1,0.232018561484919,"Type 2 Diabetes Mellitus"
"2011-001253-82-BE","2011-001253-82",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,1112,4,0,0,"Type 1 Diabetes Mellitus"
"2011-001254-29-ES","2011-001254-29",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,1368,5,0,0,"Type 2 Diabetes Mellitus"
"2011-001261-40-DE","2011-001261-40",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,453,1,0,0,"Type 1 Diabetes Mellitus"
"2011-001283-22-DE","2011-001283-22",0,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,NA,NA,NA,NA,"Type II diabetes  The medical condition investigated in the REGULATE trial CL3-00780-148 was type II diabetes. The applied CL3-00780-150 trial, REGULATE follow-up study, is thus performed in diabetic patients."
"2011-001483-21-ES","2011-001483-21",1,1,"Body processes G - Metabolic Phenomena G03",0,NA,NA,NA,NA,"Hipercolesterolemia Heterocigotica Familiar Heterozygous Familial Hypercholesterolaemia"
"2011-001493-25-BE","2011-001493-25",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,NA,NA,NA,NA,"Type 2 diabetes"
"2011-001539-21-DE","2011-001539-21",1,0,"Body processes G - Immune system processes G12",0,130,9,0,0,"lung transplantation"
"2011-001635-23-BE","2011-001635-23",1,0,"Diseases C - Virus Diseases C02",0,273,1,1,0.366300366300366,"HIV-1 infection"
"2011-001712-61-DE","2011-001712-61",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,NA,NA,NA,NA,"Type 2 diabetes mellitus"
"2011-001731-24-LV","2011-001731-24",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,2451,99,11,0.448796409628723,"Type 2 diabetes mellitus T2DM"
"2011-001732-37-DE","2011-001732-37",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,3204,59,25,0.780274656679151,"Type 2 diabetes mellitus T2DM"
"2011-001935-21-IT","2011-001935-21",NA,NA,"Diseases C - Hormonal diseases C19",1,NA,NA,NA,NA,"Diabetes"
"2011-002231-26-ES","2011-002231-26",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,218,NA,0,0,"Type II diabetes mellitus"
"2011-002273-29-DE","2011-002273-29",1,1,"Diseases C - Cardiovascular Diseases C14",0,NA,NA,NA,NA,"Angina"
"2011-002336-72-DK","2011-002336-72",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,NA,NA,NA,NA,"Type 2 diabetes"
"2011-002416-85-ES","2011-002416-85",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,NA,NA,NA,NA,"Type II Diabetes Mellitus"
"2011-002451-33-PL","2011-002451-33",1,1,"Diseases C - Respiratory Tract Diseases C08",0,NA,NA,NA,NA,"Chronic Obstructive Pulmonary Disease COPD"
"2011-002528-42-ES","2011-002528-42",1,1,"Diseases C - Hormonal diseases C19",1,199,1,1,0.50251256281407,"Type 2 Diabetes Mellitus"
"2011-002529-23-DE","2011-002529-23",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,440,28,2,0.454545454545455,"Type 2 Diabetes Mellitus"
"2011-002605-29-BE","2011-002605-29",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,234,17,0,0,"Diabetes Mellitus, Type 2"
"2011-002696-41-DE","2011-002696-41",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,450,24,0,0,"Diabetes Mellitus, Type 2"
"2011-002731-26-IT","2011-002731-26",NA,NA,"Diseases C - Eye Diseases C11",1,612,1,3,0.490196078431373,"Diabetic macular edema"
"2011-002741-35-SK","2011-002741-35",1,1,"Diseases C - Hormonal diseases C19",1,421,22,1,0.237529691211401,"Type 2 diabetes mellitus T2DM"
"2011-002743-10-IT","2011-002743-10",1,1,"Diseases C - Nervous System Diseases C10",1,548,20,0,0,"painful diabetic peripheral neuropathy"
"2011-002866-19-IT","2011-002866-19",1,0,"Diseases C - Immune System Diseases C20",0,383,125,5,1.30548302872063,"Renal transplantation"
"2011-002931-25-PL","2011-002931-25",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,464,41,1,0.21551724137931,"Type 2 Diabetes Mellitus"
"2011-002968-24-PL","2011-002968-24",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,277,10,5,1.80505415162455,"Diabetes Mellitus, Type 2"
"2011-003148-39-DE","2011-003148-39",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,349,20,0,0,"Diabetes Mellitus, Type 1"
"2011-003266-32-SE","2011-003266-32",1,1,"Diseases C - Nervous System Diseases C10",1,NA,NA,NA,NA,"Painful Diabetic Peripheral Neuropathy"
"2011-003339-74-GB","2011-003339-74",1,0,"Diseases C - Eye Diseases C11",1,80,1,0,0,"Diabetic macular oedema"
"2011-003603-37-DE","2011-003603-37",1,0,"Diseases C - Virus Diseases C02",0,539,62,2,0.371057513914657,"Pandemic Influenza"
"2011-003810-18-ES","2011-003810-18",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,599,28,0,0,"Diabetes Mellitus, Type 2"
"2011-003815-46-NL","2011-003815-46",1,1,"Diseases C - Cancer C04",0,96,1,0,0,"Acute lymphoblastic leukemia"
"2011-003827-37-BE","2011-003827-37",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",0,901,64,2,0.221975582685905,"Hyperlipidemia"
"2011-003971-12-ES","2011-003971-12",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,499,42,0,0,"Type 1 Diabetes Mellitus"
"2011-004013-16-BE","2011-004013-16",1,1,"Diseases C - Bacterial Infections and Mycoses C01",0,761,19,5,0.657030223390276,"complicated bacterial skin and soft tissue infections"
"2011-004327-13-BE","2011-004327-13",0,0,"Psychiatry and Psychology F - Mental Disorders F03",0,NA,NA,NA,NA,"Schizophrenia"
"2011-004622-96-BE","2011-004622-96",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,NA,NA,NA,NA,"Type 2 Diabetes Mellitus"
"2011-004665-32-DE","2011-004665-32",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,343,25,0,0,"Diabetes Mellitus, Type 2"
"2011-004726-10-NL","2011-004726-10",1,1,"Diseases C - Cardiovascular Diseases C14",0,8179,402,584,7.14023719281086,"Cardiovascular Disease or at High Risk for Cardiovascular Disease"
"2011-004930-33-PT","2011-004930-33",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,575,19,0,0,"Diabetes Mellitus, Type 2"
"2011-004964-32-ES","2011-004964-32",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",0,106,18,0,0,"high-risk hyperlipidaemia"
"2011-004983-32-ES","2011-004983-32",0,0,"Diseases C - Nutritional and Metabolic Diseases C18",0,112,84,0,0,"hyperlipidaemia"
"2011-005224-18-DE","2011-005224-18",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,NA,NA,NA,NA,"patients with diabetes mellitus type 2 and iron deficiency"
"2011-005400-15-BE","2011-005400-15",0,0,"Diseases C - Congenital, Hereditary, and Neonatal Diseases and Abnormalities C16",0,600,28,14,2.33333333333333,"Familial Hypercholesterolemia"
"2011-005631-20-BE","2011-005631-20",1,0,"Diseases C - Eye Diseases C11",1,363,16,4,1.10192837465565,"Diabetic Macular Edema"
"2011-005866-39-ES","2011-005866-39",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,464,4,0,0,"Type 2 Diabetes Mellitus"
"2011-005924-16-PL","2011-005924-16",1,1,"Diseases C - Cardiovascular Diseases C14",0,568,10,2,0.352112676056338,"Dyslipidemia"
"2011-006118-15-DE","2011-006118-15",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,151,6,2,1.32450331125828,"type-2 diabetes mellitus with pre-existing cardiovascular disease"
"2011-006161-18-EE","2011-006161-18",1,0,"Diseases C - Virus Diseases C02",0,1736,141,0,0,"Healthy volunteers Active immunization against measles, mumps and rubella diseases in healthy children, 12 to 15 months of age"
"2011-006323-37-PL","2011-006323-37",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,315,14,1,0.317460317460317,"Type 2 Diabetes"
"2011-006324-20-PL","2011-006324-20",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,320,7,1,0.3125,"Type 2 Diabetes"
"2012-000061-21-BE","2012-000061-21",1,1,"Diseases C - Cardiovascular Diseases C14",0,12088,745,527,4.35969556585043,"High Risk Vascular Disease HRVD"
"2012-000140-97-DE","2012-000140-97",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,434,23,1,0.230414746543779,"Diabetes mellitus, Type 2"
"2012-000146-35-NL","2012-000146-35",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,873,88,1,0.11454753722795,"Type 2 diabetes mellitus"
"2012-000209-63-SK","2012-000209-63",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,436,36,0,0,"Diabetes Mellitus, Type 2"
"2012-000373-23-DE","2012-000373-23",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,269,14,2,0.743494423791822,"Diabetes Mellitus, Type 2"
"2012-000451-13-DK","2012-000451-13",1,0,"Body processes G - Immune system processes G12",0,222,NA,4,1.8018018018018,"kidney transplantation"
"2012-000452-34-BE","2012-000452-34",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,209,7,2,0.956937799043062,"Patients with type 2 diabetes mellitus and normoalbuminuria"
"2012-000679-18-IT","2012-000679-18",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,534,NA,0,0,"Type 2 Diabetes in subjects who have Inadequate Glycemic Control on Metformin  Alone"
"2012-000829-44-ES","2012-000829-44",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,576,18,18,3.125,"Type 2 Diabetes and Moderate or Severe Chronic Kidney Disease"
"2012-000975-18-DE","2012-000975-18",1,0,"Diseases C - Digestive System Diseases C06",0,106,6,0,0,"Nonalcoholic Steatohepatitis"
"2012-001006-24-DE","2012-001006-24",0,0,"Diseases C - Eye Diseases C11",1,NA,NA,NA,NA,"therapy of  diabetic macular edema"
"2012-001200-38-DE","2012-001200-38",1,0,"Diseases C - Eye Diseases C11",1,449,32,3,0.66815144766147,"Prevention of neurodegeneration which occurs in Diabetic Retinopathy"
"2012-001259-37-PL","2012-001259-37",1,1,"Body processes G - Metabolic Phenomena G03",1,442,32,0,0,"Type 2 Diabetes Mellitus."
"2012-001314-42-DE","2012-001314-42",1,0,"Body processes G - Immune system processes G12",0,443,25,9,2.03160270880361,"Maintenance of renal transplant recipients"
"2012-001398-97-BE","2012-001398-97",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",0,27525,2088,0,0,"Dyslipidemia"
"2012-001524-35-NL","2012-001524-35",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,549,30,1,0.182149362477231,"Type 1 diabetes mellitus"
"2012-001868-29-IT","2012-001868-29",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,295,NA,0,0,"Type 2 diabetes mellitus"
"2012-001876-13-EE","2012-001876-13",1,0,"Diseases C - Bacterial Infections and Mycoses C01",0,1300,124,1,0.0769230769230769,"Meningococcal disease"
"2012-001918-42-GB","2012-001918-42",1,1,"Diseases C - Female diseases of the urinary and reproductive systems and pregancy complications C13",0,5201,28,52,0.99980772928283,"pre-eclampsia"
"2012-001930-32-PL","2012-001930-32",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,914,129,3,0.328227571115974,"Diabetes Mellitus, Type 1"
